model_0.pt,0.388837173371444
model_1.pt,0.3519235597442979
model_2.pt,0.3424882674443307
model_3.pt,0.3396203093918384
model_4.pt,0.34586029085150355
model_5.pt,0.3457579327526603
model_6.pt,0.3607176654628324
model_7.pt,0.35447092450607387
model_8.pt,0.35650939570095985
model_9.pt,0.36309893972459883
model_10.pt,0.3552048127619305
model_11.pt,0.3682380888004789
model_12.pt,0.3830104868769192
model_13.pt,0.40340292396531413
model_14.pt,0.40358446474439447
model_15.pt,0.36918441839355726
model_16.pt,0.3778423685277815
model_17.pt,0.37941829699298946
model_18.pt,0.3421039417524479
model_19.pt,0.343828579153711
model_20.pt,0.40972595067498413
model_21.pt,0.39824832461036325
model_22.pt,0.39145792695880566
model_23.pt,0.3800768651383766
model_25.pt,0.3876320516039321
model_26.pt,0.3747252747252747
model_27.pt,0.4312549489175148
model_28.pt,0.3915989107553255
model_30.pt,0.3966704648602716
model_31.pt,0.4131288746402981
model_33.pt,0.4169006740184244
model_34.pt,0.4569188280963325
model_35.pt,0.45962648950346663
model_37.pt,0.40888004789586513
model_38.pt,0.4034000270379884
model_39.pt,0.44978466173545256
model_40.pt,0.4107630506576025
model_42.pt,0.46015952413140465
model_43.pt,0.4536955136252149
model_44.pt,0.4579733096429055
model_45.pt,0.4702572471465266
model_46.pt,0.44803684891558354
model_47.pt,0.46199617605593
model_49.pt,0.4467660634620213
model_50.pt,0.4608567179744684
model_51.pt,0.4660750497305857
model_53.pt,0.47632244732420476
model_55.pt,0.45134320863670596
model_56.pt,0.46307576430599284
model_57.pt,0.45405087004384015
model_58.pt,0.4808068908244654
model_59.pt,0.47873655342899635
model_60.pt,0.4743023233357152
model_61.pt,0.4591417369976245
model_62.pt,0.4538828482589467
model_63.pt,0.4555611348229978
model_64.pt,0.4492072075551865
model_66.pt,0.46135692075938123
model_67.pt,0.46158094980590586
model_68.pt,0.45456459182293985
model_69.pt,0.45438884489851095
model_70.pt,0.4398346820139439
model_72.pt,0.4522219432588501
model_73.pt,0.46231097549199485
model_75.pt,0.45822823924757144
model_76.pt,0.44649858050561037
model_78.pt,0.4598099615674308
model_79.pt,0.45681840128237317
model_80.pt,0.4553197242125186
model_81.pt,0.4361333745340775
model_82.pt,0.44757527182834744
model_84.pt,0.434251337414782
model_86.pt,0.4442051797060585
